epoch,loss,protest_out_loss,val_loss,val_protest_out_loss,val_violence_out_loss,violence_out_loss
0,0.553596190015995,0.5018897968202986,0.6692936481214037,0.6111135700169732,0.005818007720004329,0.00517063934136705
1,0.4699518100519455,0.4347110112924226,0.6635306784919665,0.6056453263058382,0.005788534916321035,0.0035240798746437566
2,0.43607307633102255,0.4048693994381977,0.6724441147318073,0.6147264041152655,0.0057717711692128115,0.0031203677053353016
3,0.4189809822131202,0.389570675946343,0.6526935248982673,0.5877595047156016,0.006493401949239128,0.0029410306424943545
4,0.38632694350955377,0.3599080511841786,0.6761649176186206,0.612626086029352,0.006353883267215946,0.002641889183739071
5,0.3700857193682206,0.34432313304531015,0.6921749174594879,0.6260330717937619,0.006614184659088542,0.002576258621838051
6,0.35972034332405833,0.3353085508716356,0.6794038309770472,0.6100707002714568,0.006933313079449969,0.0024411792098757864
7,0.3527488740677921,0.3291793956923547,0.7057043615509482,0.6364136853638818,0.006929067448272333,0.0023569478161434695
8,0.3478910867124796,0.3238146512998336,0.7032532430162617,0.6354305764039357,0.00678226677392719,0.0024076435824508975
9,0.35315549584271394,0.3286093782379989,0.7040338357289632,0.636570433658712,0.006746340136548194,0.0024546117699188203
10,0.35426581075600305,0.32992211709783964,0.7067671442733091,0.6378897569927515,0.006887738687938134,0.002434369325540487
11,0.35448358668238705,0.32975284107692576,0.7081466797520133,0.6387658162444245,0.00693808641951239,0.002473074583372062
12,0.3555477758118619,0.3311814305357908,0.703677684653039,0.6361262538853814,0.006755143070340102,0.0024366345325333846
13,0.3495295898140413,0.32528697554977776,0.7078898175089967,0.6397970636685689,0.006809275358739565,0.0024242614240035736
