epoch,loss,protest_out_loss,val_loss,val_protest_out_loss,val_violence_out_loss,violence_out_loss
0,0.7448793616126345,0.6714392782661928,0.6065451668758018,0.5500205010760064,0.005652466578199072,0.007344008346323804
1,0.6080668047850669,0.551108700208639,0.5308281131819182,0.48104954537223366,0.004977856839176121,0.005695810474693673
2,0.5848327550198396,0.5294197668657877,0.515004202781939,0.46494494209102555,0.005005926005633585,0.005541298821237376
3,0.5665025084586668,0.5135757018914398,0.49087780275765586,0.44460375788165074,0.004627404610544224,0.005292680641157487
4,0.559283560990351,0.5078530851849087,0.49779543929240283,0.4516376512892106,0.004615778614442759,0.005143047560708681
5,0.5509736892908655,0.49999691276806185,0.49061070972797916,0.44498853180922715,0.004562217811140798,0.005097677700777864
6,0.5490135430743557,0.4980722663056164,0.474486718341416,0.43078052921622406,0.00437061888903069,0.005094127589920523
7,0.5440599594986876,0.49484537526262995,0.4658931677832323,0.4235682238550747,0.004232494456136562,0.004921458329233546
8,0.5381207917061152,0.49076858599772627,0.4628721559164571,0.4215990128470402,0.004127314257864639,0.004735220558330717
9,0.5360767456717516,0.48904469113855464,0.46606126141314413,0.4242764652944079,0.004178479622807536,0.004703205436714516
10,0.5322977369212355,0.48481340760960007,0.5015164995894713,0.4576835381049736,0.004383296193783263,0.004748432968305217
11,0.5322728151972381,0.48609341205102613,0.46249975632218754,0.4234418366469589,0.0039057919035400904,0.004617940267005583
12,0.5224469348944295,0.4771046365040759,0.450168587121309,0.4109415544014351,0.003922703297461803,0.004534229850604508
13,0.5225615297000445,0.47734762295222405,0.4500850426800111,0.4129104397460526,0.003717460363473305,0.00452139072748322
14,0.5206543345647957,0.47546944189914236,0.44767852782034406,0.4098994613862505,0.003777906655986775,0.004518489199497003
15,0.5178023436306659,0.4726325656965141,0.4421073467123742,0.40428306641531925,0.0037824280207346688,0.004516977835543355
16,0.5176919483389529,0.47384147896036427,0.44646599690119426,0.4104617844609653,0.0036004214212024474,0.004385046970437828
17,0.5171109892388913,0.4718158549351218,0.4397389930837295,0.4026836382407768,0.003705535491120399,0.004529513454882834
18,0.5178475360829793,0.4735832164814959,0.44158523129481897,0.404378020938705,0.003720721012145719,0.004426431896422758
19,0.5155874074519616,0.4718407878935025,0.4394051274248198,0.402022687477224,0.0037382440663207613,0.004374661973616778
20,0.5085803716984719,0.4652855858908898,0.44051345756240917,0.40333298485653074,0.0037180472551114566,0.004329478582403871
21,0.5117050339492204,0.4677885072939683,0.4393715797686109,0.4020134214092703,0.0037358157787535924,0.004391652713306535
22,0.5144423753491247,0.47048916585782435,0.44254739348794897,0.4051305958453347,0.003741679614633504,0.004395321029014143
23,0.5157848814239052,0.47260144095458284,0.44413746162956835,0.40671903274807275,0.0037418428492303206,0.004318344065899252
24,0.5102498764220956,0.46592978317856165,0.44139189936366735,0.4043705893497841,0.0037021310238724613,0.004432009368814837
25,0.5143969681172471,0.4711331046376553,0.4414157373648064,0.40447487094823054,0.0036940866606492624,0.004326386389203097
26,0.5141115685954144,0.46999357465206015,0.4410478108653835,0.4040041502199921,0.003704366074902389,0.004411799472199597
27,0.5125927403569221,0.46856094549619715,0.44147915688215517,0.40412753224372866,0.0037351624976259237,0.004403179383355787
28,0.5147155067293432,0.4705515500372617,0.4416644919152353,0.4041651096414117,0.0037499381959730503,0.004416395662311225
29,0.5114418745665026,0.46722465800365226,0.4395002199154274,0.40256396374281717,0.0036936256790296267,0.004421721640561725
30,0.5108840290398498,0.46653918360228314,0.4410753358228534,0.404166105389595,0.0036909229826300825,0.004434484539832029
31,0.5123233950418952,0.4687978199327179,0.44067965845266976,0.40352815313666474,0.003715150603481258,0.00435255749591249
