epoch,loss,protest_out_loss,val_loss,val_protest_out_loss,val_violence_out_loss,violence_out_loss
0,0.8158320678076195,0.7390438804685757,1.8626883197064492,1.689286044882793,0.01734022678140843,0.007678818819964477
1,0.7764916780419374,0.7066522375997448,1.4137342398073158,1.2915523324526992,0.012218190803576041,0.006983943963221854
2,0.7180820068841829,0.6540355289559714,0.6704683768982981,0.6117146347083298,0.005875374117236146,0.006404647857451468
3,0.7127900124376357,0.6465778839213686,0.6401646526420818,0.5815778433107862,0.005858680816577273,0.006621212824705668
4,0.6947792988485066,0.6303124521805353,0.5601769633152905,0.504208406163197,0.005596855532049257,0.006446684656226038
5,0.6709393819121166,0.6076492950788344,0.5579182962576549,0.5024570950106079,0.005546119945881633,0.006329008712020644
6,0.663642437904293,0.6004420343727965,0.5360087794416091,0.48157184988844626,0.005443692885284477,0.006320040236079105
7,0.6552175290063413,0.5927719505045427,0.5424713068148669,0.48700455216800465,0.0055466753734257435,0.006244557818546599
8,0.6523968804023028,0.5905809859252725,0.5390774292104384,0.4838269620549445,0.0055250467422107855,0.006181589287353883
9,0.6658322347318315,0.6019181531917362,0.5410385852935268,0.48568405310312907,0.005535453085002361,0.00639140801531682
10,0.6519317968665618,0.5902818528769528,0.5444938288015477,0.48886666157666375,0.005562716677291866,0.006164994321454801
11,0.6621377080366874,0.5990452739112664,0.5413864259626351,0.48601314986453337,0.005537327495631853,0.006309243455527384
12,0.6643653338804295,0.6018881119826701,0.5412457898551343,0.48593439448113535,0.005531139708096709,0.006247722193101544
13,0.6517220638419321,0.5903366302476504,0.5398869330976523,0.48472336682618833,0.005516356529951022,0.006138543446244445
14,0.6632765868571416,0.6001220956366724,0.5397090195440779,0.48451788004706886,0.005519113989373413,0.006315449163660831
15,0.6559411859949221,0.5941287469099329,0.5413265978588777,0.4859357385074391,0.005539086015036732,0.006181243980995651
16,0.6697926003661455,0.6060994620488577,0.5448347527606815,0.4890317582616619,0.005580299550110438,0.0063693136948303145
