epoch,loss,protest_out_loss,val_loss,val_protest_out_loss,val_violence_out_loss,violence_out_loss
0,0.5293428544832773,0.4769911237100032,0.41063288269089715,0.38602581789680557,0.0024607063905112262,0.005235173060238442
1,0.43869818335506305,0.40610577257749925,0.3269240725858539,0.30361824999837317,0.0023305822916525215,0.0032592411568528987
2,0.41240480485620923,0.382824738787887,0.29937267905356835,0.2760569040389622,0.0023315774660053043,0.002958006593241945
3,0.3742160491879386,0.3479147852637381,0.2680051068464915,0.2527202103067847,0.0015284896528065279,0.002630126467482409
4,0.3568405184056122,0.3317516496824344,0.265293795337864,0.25016890103910483,0.001512489474478963,0.0025088868928333126
5,0.35666647341824015,0.3314305325453194,0.26366637839990503,0.2490300050260974,0.0014636373008411908,0.0025235941508995625
6,0.34622365622464274,0.3222110751450686,0.25628534751195536,0.24102015720278608,0.0015265189737535775,0.0024012582107722203
7,0.33320508355089506,0.31024703081131605,0.2517943858808162,0.23912550403791316,0.001266888176306726,0.0022958052392004426
8,0.32422433862784455,0.3021790672542225,0.26061285947467766,0.24723009630745532,0.0013382763466449664,0.002204527149190401
9,0.31758915596880527,0.29456772566504813,0.2543437124029094,0.23885895866973728,0.001548475291986274,0.002302143017785637
10,0.3110694789781152,0.2889892030312285,0.25475518662555546,0.2406622053799676,0.0014092981427287063,0.0022080275871136797
11,0.30445826507090584,0.282701370018627,0.2569651343512769,0.24264339242203564,0.0014321741437158255,0.002175689550942851
12,0.2980799015650418,0.2771732600610606,0.24654674925932699,0.23308802952661234,0.001345872000492105,0.0020906641804200234
13,0.2949113612945791,0.27374332397200984,0.2716891128204617,0.2583242051157297,0.001336490792420912,0.002116803751069658
14,0.29360887334140806,0.27275707202119975,0.24328028147711472,0.2291111757504005,0.0014169104834425026,0.0020851801277357294
15,0.2929114754267856,0.27222032036573784,0.2500834336759997,0.23552884981036187,0.001455458322957651,0.0020691155277221774
16,0.29116820642500335,0.27125513838379794,0.2491385756462228,0.23614214452750543,0.0012996430770726875,0.001991306776399523
17,0.28849467532758,0.2678754204269791,0.2507932230684103,0.23779928894603955,0.0012993933986495797,0.002061925532056841
18,0.2886643960038249,0.26720807054787094,0.24281108059427317,0.22987892715369954,0.001293215330880747,0.0021456325611948946
19,0.287468333948033,0.26719210410968486,0.24788159615561073,0.23472615985893736,0.0013155436516778232,0.002027622965515405
20,0.2829893683595339,0.26296159334441754,0.25077335524792765,0.23733943931612314,0.0013433915783774436,0.0020027775082104692
21,0.28457216199741003,0.2642839569110833,0.24764596946975764,0.2345182178067226,0.0013127750519083302,0.0020288205153791232
22,0.28755263544385035,0.2665576176688621,0.24649653135269295,0.2329995534583634,0.0013496977763875918,0.0020995017627126284
23,0.28059923489875505,0.2608391479418384,0.24797945788093642,0.23463658272635704,0.001334287541406001,0.0019760086924708186
24,0.2831814992314702,0.2627140517049123,0.24745202681013181,0.23414987847208976,0.0013302148211354792,0.0020467447699257144
25,0.28498297589416594,0.2637741112720748,0.2498993839849444,0.2364405902139112,0.0013458793422472025,0.0021208864674456115
26,0.2850542775896519,0.2646246145611034,0.24787622530962908,0.2344068556147463,0.0013469370016394476,0.0020429662962055417
27,0.2860246817947058,0.2653387240694924,0.24709325258930523,0.23382542704542478,0.0013267825755368297,0.0020685957854704555
28,0.2863429275716787,0.26536976174495297,0.24860712142259467,0.2352118821705089,0.0013395239237819195,0.0020973166044233036
