epoch,loss,val_loss,val_violence_out_loss,val_visual_out_loss,violence_out_loss,visual_out_loss
0,1.5760035531161583,1.4463175478046888,0.011880142984222877,0.26550322444471597,0.0168108173059172,0.28157907588296827
1,1.2835980229181787,1.3169687194366977,0.008602307324795283,0.24618912967917037,0.0072482026237399065,0.24222319923579422
2,1.2055348933559575,1.4864441303357685,0.01074231661575502,0.27580419162364855,0.006210410837764474,0.2286861577670868
3,1.1015027192629636,1.1342067620525622,0.004387307618680882,0.21806673542277455,0.005109607949044946,0.2100813288462761
4,1.0549024280892114,1.1563450653259069,0.004528553981002267,0.2222119047217173,0.004725888052521503,0.20152871004522663
5,1.0128629183116025,1.1592762600885678,0.004255041352485957,0.22334516885345929,0.004527953760613385,0.193516675808114
6,0.9756725220919744,1.1945686487302387,0.00461128281671809,0.2296911651549274,0.004357949387788195,0.1864186053134535
7,0.9191972074443346,1.1689539012843615,0.004046212355542468,0.22569835430955235,0.004053105689483146,0.17573323025959267
8,0.8868172242216867,1.1805431842803955,0.0042396691621421545,0.22762929964555453,0.004056672746375135,0.16925009955826414
9,0.8631022158823057,1.1896314465836302,0.004094931743528745,0.2297364254928615,0.003952573310821977,0.16471529643149135
10,0.8374616713284357,1.236262708494108,0.004199226531965581,0.23885408717475526,0.0038573159767127676,0.15977770277218187
11,0.7955474360892761,1.2224281634369942,0.004036301764506489,0.2364130289587256,0.0038192698122831445,0.15147094727923335
12,0.777356096870823,1.237322065111709,0.003980013069837061,0.239504387933914,0.003767659487925708,0.14793590085419345
13,0.7561585552071872,1.2551743053410152,0.004010546636729412,0.2430137677551949,0.0037396789712355084,0.14375235324036584
