epoch,loss,protest_out_loss,val_loss,val_protest_out_loss,val_violence_out_loss,violence_out_loss
0,0.5302740353018202,0.4782657788100979,0.4429483688345142,0.41508702308523887,0.0027861346341738038,0.005200825677007523
1,0.44114810846628943,0.4091979175298938,0.47565676359569325,0.45383652910297995,0.0021820234652670267,0.0031950191043973145
2,0.42048992154173825,0.390446740236738,0.32424393722824024,0.30553136017977023,0.00187125774074743,0.0030043181998578097
3,0.3781371999200414,0.3510066993456548,0.3489194585119977,0.3330351568612398,0.0015884302466064601,0.0027130501017686654
4,0.3693627120624662,0.34335935139219176,0.2661122041005714,0.25201926193400925,0.001409294213597462,0.0026003361024072667
5,0.3551716645740714,0.33096659870047845,0.2816272937491828,0.2667548078824492,0.001487248521423716,0.002420506572879757
6,0.3520668987867408,0.3273059698650662,0.2602000907940023,0.24611220701652414,0.0014087883379354882,0.0024760929431810615
7,0.3369488322044386,0.3134396866022448,0.2409282787173402,0.22796468200052486,0.0012963596303997489,0.0023509145192730715
8,0.3232224327633986,0.3003991035091159,0.24285582201737985,0.2302365786304661,0.001261924397640898,0.0022823329335746765
9,0.31784866716108084,0.2956602383229433,0.2497063544158842,0.236240845451168,0.0013465509672338763,0.002218842885958449
10,0.31891391629167876,0.29650329761402144,0.23517598248287744,0.2223893388229258,0.001278664379131834,0.0022410618197139355
11,0.31115165021251007,0.2891619335957535,0.2371562573547457,0.22475156550313913,0.001240469139370629,0.0021989716788179715
12,0.30536363709776504,0.2833586512572322,0.2324523952077417,0.21973874113138983,0.0012713654034122752,0.0022004985718555746
13,0.30498053770297795,0.28315639424659506,0.23492464028737126,0.22200434539540143,0.001292029471825991,0.002182414391791575
14,0.3051165090239953,0.2824424689840428,0.2327024213677528,0.2198035473770955,0.0012898873750636281,0.0022674039938793845
15,0.2958952862457299,0.2749302511283864,0.23730534611671578,0.22462240397637967,0.0012682941425808559,0.002096503540516282
16,0.29842698897834846,0.2770637146133871,0.24029161123668447,0.22749277492072068,0.0012798836371432259,0.002136327405766645
17,0.2950544493243644,0.2727401579939882,0.23524555359400956,0.22249037003984637,0.0012755184625241193,0.0022314291600624716
18,0.29566923903389125,0.2733570881070891,0.2353315997211372,0.2230647701112663,0.0012266830063833599,0.0022312150821091267
19,0.2945388497404403,0.272952425805608,0.23770706427155758,0.2250831420369008,0.0012623921478699034,0.0021586424546698427
20,0.2885372869338821,0.2668460248359991,0.23410807690199684,0.22152557798168238,0.0012582498647080843,0.002169126205963658
21,0.2929993205708671,0.2718638754620446,0.2374343684783169,0.22476107812687462,0.0012673289905411793,0.002113544480118473
22,0.2911131871639902,0.2698176813199726,0.23842929157556272,0.22568507071803598,0.0012744220866200825,0.0021295505458172803
