epoch,loss,protest_out_loss,val_loss,val_protest_out_loss,val_violence_out_loss,violence_out_loss
0,0.5422120773823473,0.4806354026363782,1.0028828548450095,0.926982986459545,0.007589987128363539,0.0061576673619395655
1,0.46980115958533364,0.4350837478853021,1.7043793112623926,1.6535626123933231,0.005081669608126485,0.003471741183793187
2,0.4579104227818432,0.42554487855568607,1.4166819949944813,1.3657827647293315,0.005089923006929823,0.003236554358175868
3,0.44076300800548796,0.4106399012602749,1.3799967788013758,1.3255677324884079,0.005442904569174382,0.0030123106991110007
4,0.43351433533414496,0.4034962259154981,1.5029231330927681,1.4510449416497175,0.005187819264007403,0.0030018109788235
5,0.4296820824722033,0.40019937745095546,1.5845359248273514,1.5335779035792632,0.005095802238279515,0.0029482704503892942
6,0.43097718440347316,0.4015120356221786,1.4510071359428705,1.3957277536392212,0.005527938201831764,0.002946514866299362
7,0.4191149691831691,0.39029251518829955,1.3953000868068022,1.341442083494336,0.0053858001744968124,0.0028822453839903095
8,0.4146607553108512,0.38693795023554284,1.4819074782670714,1.4284775287497278,0.005342994959723643,0.0027722804720129307
9,0.4116029185657414,0.38445969626151455,1.5670542466874215,1.5172309905874963,0.004982325753685562,0.0027143222183887835
10,0.4136909633211753,0.38571724531616214,1.493222211856468,1.4430230078743953,0.005019920251067436,0.0027973717465220845
