epoch,loss,protest_out_loss,val_loss,val_protest_out_loss,val_violence_out_loss,violence_out_loss
0,0.5795887644699723,0.5065301311173314,0.46004198888222947,0.4011432378412151,0.005889875117240042,0.007305863362163552
1,0.4860133577307923,0.43724161681297014,0.37577681393503287,0.34415085594967115,0.003162595699813465,0.004877174076145886
2,0.4574095926267638,0.4141391104609846,0.35940918342458256,0.32944149837541065,0.0029967684689404615,0.004327048224712767
3,0.4450394663986542,0.40243617436296936,0.3511320588936051,0.31864624722398444,0.003248581231503476,0.004260329228299192
4,0.4107333583761748,0.3742910780959564,0.3114616767697626,0.28766901981380344,0.0023792657971661874,0.0036442279988128856
5,0.38881397141898566,0.3536382563841,0.2999076452240241,0.2773007721298461,0.002260687253314402,0.0035175715147663
6,0.37581787052914967,0.3427501246869135,0.293629767735013,0.27086043229206,0.0022769336034975133,0.0033067746120415
7,0.3691926241921578,0.337296839669454,0.2960715648456872,0.2741181453247722,0.002195341871124223,0.003189578462828588
8,0.37197876450040646,0.34014298949095845,0.29476581629124476,0.2731001335028693,0.0021665682799472613,0.0031835774900622715
9,0.36890966234375816,0.33703926688046765,0.29396200354257934,0.272223378498134,0.002173862473152682,0.0031870395464826
10,0.36773319922977216,0.33447216476182,0.2934015859320438,0.27174056165938754,0.0021661024657078087,0.00332610339256403
11,0.3738032650711725,0.34002317139785065,0.29427756612999834,0.2725654491524902,0.0021712117576230443,0.003378009393026609
12,0.36617709090598194,0.33383473398373853,0.296970756898681,0.27515871147457643,0.0021812045207500906,0.003234235667772239
13,0.36994124446912924,0.3382867892547477,0.2936379335713472,0.27181436456471897,0.002182356988989812,0.0031654455501371795
14,0.36609125889534,0.3343366150536554,0.2950340075780162,0.27342880777210643,0.0021605200203103784,0.0031754643900345895
15,0.36663643140301144,0.3346899214694254,0.2936632475889415,0.2720619742122057,0.00216012726500823,0.003194651018772982
16,0.3743619907030956,0.34123213707114297,0.2949733453260051,0.27319201052510483,0.002178133458701857,0.003312985367716133
17,0.36956383354014916,0.3367907938768538,0.29507058089692817,0.2733049210723784,0.0021765660136526034,0.003277303971915624
18,0.36917886269285527,0.3365110224313873,0.29279385678630937,0.27109175805243657,0.00217020995117198,0.003266784010252228
19,0.37095893523711665,0.3380905271416231,0.294454322310446,0.27279242425620986,0.0021661897313972876,0.0032868408387884142
20,0.36964478336578366,0.33694552276417505,0.2946154835144822,0.2728977434122734,0.002171773997406817,0.00326992611226858
21,0.36809645355533926,0.3368660169754097,0.2942370728944703,0.2724841247788436,0.0021752946975656866,0.0031230436328533876
22,0.3669571612986158,0.3344017130365189,0.29519840568411265,0.273526450846907,0.002167195509160239,0.003255544776859895
23,0.3720369078129601,0.3391572420509885,0.29555755105914827,0.2739061240187223,0.002165142697122588,0.0032879665955264353
24,0.3711850143951192,0.33901033091316407,0.29528040047600973,0.2735421625401476,0.0021738238399638963,0.0032174683301038746
25,0.36728211545901335,0.3346588618034939,0.29317393228947686,0.27145494086493693,0.0021718991889468423,0.0032623253247088682
26,0.37149142431055043,0.3392028724797052,0.2958426909963433,0.27414098660722913,0.0021701704810910337,0.0032288551296751522
27,0.37426103980278225,0.3402412734407601,0.2932614656768257,0.27167007016192235,0.00215913954098992,0.0034019765763753486
28,0.3683179073410926,0.3344971872062134,0.29380178489058995,0.2721656527129009,0.002163613241680114,0.0033820719512584157
