epoch,loss,protest_out_loss,val_loss,val_protest_out_loss,val_violence_out_loss,violence_out_loss
0,0.5371316131427706,0.5129071058486577,0.3713357988610971,0.35851249677671804,0.00128233015564272,0.002422450723025627
1,0.45209135154454255,0.439819460596255,0.37988416689762966,0.3689490340703683,0.0010935131684674298,0.0012271890838562343
2,0.4275064819472299,0.4168891070379342,0.33674435322876456,0.3270976749523509,0.000964667891815048,0.0010617374952026722
3,0.41285474698463503,0.4026463765749257,0.3211471167989343,0.31177985016926585,0.0009367265895778199,0.0010208370278297202
4,0.3814089656662312,0.37204503886205115,0.31700962353095735,0.3085916264505266,0.0008417996862806294,0.0009363927127619925
5,0.3602454159900153,0.35155818280842094,0.30390211484200663,0.29566790787972136,0.0008234206512078862,0.0008687232990580175
6,0.3521138419100135,0.34381145387173273,0.28003003823457007,0.2717259699384943,0.0008304068075955107,0.000830238778837311
7,0.3476707364836757,0.33932253959582004,0.28585368293009217,0.27752605702379624,0.0008327624957530997,0.0008348196774910338
8,0.3433622896707029,0.3350258275008888,0.28358459049205986,0.27530129819357996,0.0008283292256021551,0.0008336462461585301
9,0.3488647232202889,0.3404024787765327,0.2826091424434734,0.2742865484931486,0.0008322592699839903,0.0008462244777372828
10,0.347388436093176,0.33888066652938903,0.282946291480133,0.2746928519964647,0.0008253440421691044,0.0008507769967988681
11,0.3463457465457688,0.3380643568879409,0.28552272205622936,0.2771991782372804,0.0008323543844360808,0.0008281389393049322
12,0.34417438769726444,0.335794315403171,0.2849745946071988,0.27668712738392165,0.0008287467971166466,0.0008380071996509824
13,0.34706663299235796,0.33855290339290384,0.28305190683697623,0.27478795276164153,0.0008263953644430546,0.0008513729979169263
14,0.344459515913642,0.33621408567011213,0.28436087776752683,0.27609339712871067,0.0008267481415626096,0.000824543028753742
15,0.3431453216526148,0.3344527157983906,0.28391055015029665,0.27563889276423903,0.0008271657138598227,0.0008692605926028524
16,0.34774490176059075,0.3392528052167069,0.28454639218586814,0.27634651337167343,0.0008199878343573722,0.0008492096625389376
